Coluna1;titulo;subtitulo;categoria;data_publicacao;imagem;corpo
https://www.cnnbrasil.com.br/esportes/futebol/campeonato-gaucho/final-do-gauchao-internacional-tenta-virada-historica-contra-o-gremio/;Final do Gauchão: Internacional tenta virada histórica contra o Grêmio;"Colorado recebe o Tricolor neste domingo (8), às 18h, no Beira-Rio
";Campeonato Gaúcho;08/03/2026 08:56;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/Gremio-Inter-Gauchao-e1772406560842.jpg?w=1200&h=630&crop=1;"O Internacional tenta uma virada histórica contra o Grêmio, perto do título, no duelo de volta pela final do Campeonato Gaúcho de 2026. O GreNal 451 será realizado no Estádio Beira-Rio, em Porto Alegre, e está marcado para as 18h (de Brasília) deste domingo (8).
O Colorado precisa reverter o resultado de ida conquistado pelo Tricolor no último domingo (1º). O 3 a 0 permite que o Imortal perca por dois gols de diferença que, mesmo assim, voltará a levantar um troféu na casa do arquirrival depois de 20 anos (ganhou em 2006).

Se os treinados do técnico Paulo Pezzolano conseguirem devolver uma vitória com diferença de três gols sobre os comandados de Luís Castro, a decisão do estadual será definida na disputa de pênaltis.
Inter tenta virada histórica
O Inter precisa quebrar um tabu histórico para superar o Grêmio e conquistar o Campeonato Gaúcho de 2026.
A última vez em que o Colorado venceu o Tricolor por quatro gols de diferença foi em 1954, ou seja, há 72 anos. Na ocasião, 6 a 2 para os visitantes em pleno Estádio Olímpico.
Grêmio pode levantar taça no Beira-Rio após 20 anos
O Grêmio pode voltar a erguer um troféu no Beira-Rio depois de 20 anos. A última vez em que o Tricolor festejou um título na casa do arquirrival foi em 2006, justamente pelo Gauchão.
Após o empate sem gols na ida, as duas equipes empataram em 1 a 1 e, com o gol fora, o Grêmio ficou com a conquista.
Inter com desfalque e mudança
O lateral-esquerdo Bernabei foi expulso na ida e desfalca o Inter contra o Grêmio. Matheus Bahia seria o substituto natural, mas não está inscrito no Gauchão.
Pezzolano tende a repetir o que fez no segundo tempo do confronto do último domingo (1º): improvisou o lateral-direito Braian Aguirre na esquerda.
Outra alternativa para o treinador uruguaio é escalar o zagueiro Victor Gabriel na posição. O jovem surgiu no profissional do Colorado justamente neste setor, mas é uma peça muito diferente de Bernabei — mais defensivo do que ofensivo.
Quem também pode aparecer improvisado na lateral esquerda é o jovem Allex. O meio-campista de 19 anos já foi utilizado na função em determinados momentos do começo de temporada.
Grêmio pode ter novidades
José Enamorado foi titular da ponta direita no primeiro confronto, já que Tetê retornava de lesão — ficou no banco de reservas e entrou no segundo tempo.
A tendência é de que o brasileiro assuma a vaga do colombiano no ataque gremista.
No meio-campo, Monsalve foi o escolhido para ficar na frente dos volantes Noriega e Arthur. Na ocasião, Gabriel Mec perdeu a posição para o colombiano — o jovem vinha sendo escalado nos duelos anteriores.
Willian retornou de lesão e também vira opção para a posição central do Tricolor. Outra alternativa para o técnico Luís Castro é colocar um terceiro volante, que pode ser o experiente Dodi ou o jovem Tiaguinho.
https://stories.cnnbrasil.com.br/esportes/qual-selecao-o-brasil-enfrentou-mais-vezes-nas-copas-confira/"
https://www.cnnbrasil.com.br/esportes/futebol/campeonato-carioca/em-jogo-unico-fluminense-e-flamengo-decidem-o-campeonato-carioca/;Em jogo único, Fluminense e Flamengo decidem o Campeonato Carioca;"Pela primeira vez na história recente, Federação coloca decisão em uma partida no Maracanã, neste domingo (8), às 18h (de Brasília)
";Campeonato Carioca;08/03/2026 08:33;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/01/fluminense-flamengo-carioca-2-e1772884028749.jpg?w=1200&h=630&crop=1;"Em jogo único, neste domingo (8), às 18h (de Brasília), no Maracanã, Fluminense e Flamengo decidem o Campeonato Carioca. As equipes chegam para a sexta decisão em sete anos do torneio.
Apesar de ter feito melhor campanha na primeira fase e, consequentemente, ter conquistado a Taça Guanabara, o Flu não terá vantagem na decisão. Fica com o título quem vencer a partida, enquanto o empate leva o duelo para os pênaltis.

Pela fase de grupos, o Tricolor venceu o Flamengo por 2 a 1, com gols de Serna e John Kennedy, enquanto Cebolinha descontou para o Rubro-Negro. O técnico do Fla ainda é Filipe Luís.
Destaque para a partida é a estreia do técnico Leonardo Jardim no comando do Flamengo e no Brasil. Com apenas uma partida, ele já pode se consagrar campeão pelo clube.
No Fluminense, Zubeldía também busca seu primeiro título no futebol brasileiro. Na passagem anterior pelo São Paulo, entre 2024 e 2025, ele não conquistou nenhum torneio.
Como chega o Fluminense
O técnico Luís Zubeldía vai usar força máxima para o clássico. A tendência é que ainda sem Facundo Bernal ele volte com Hércules no time titular, recuando Martinelli para atuar como primeiro volante.
A dúvida segue na lateral esquerda. Renê é o favorito para iniciar a partida, mas Guilherme Arana corre por fora. No ataque, Serna, Canobbio e John Kennedy estão confirmados.
Como chega o Flamengo
O técnico Leonardo Jardim deve manter a base da equipe que vinha com Filipe Luís, mas pode promover algumas mudanças. Uma delas é a entrada de Pedro. O artilheiro do Carioca deve ganhar mais chances com o novo técnico.
Na lateral direita, Emerson Royal disputa vaga com Varela, enquanto na defesa Léo Ortiz e Danilo são opções para fazer dupla com Léo Pereira. Outra dúvida é Carrascal ou Samuel Lino no ataque."
https://www.cnnbrasil.com.br/esportes/futebol/campeonato-paulista/palmeiras-visita-novorizontino-para-buscar-27o-titulo-do-paulista/;Palmeiras visita Novorizontino para buscar 27º título do Paulista;"Verdão venceu jogo de ida por 1 a 0 e precisa de apenas um empate neste domingo (8) para ser campeão estadual
";Campeonato Paulista;08/03/2026 08:24;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/GettyImages-2264243347-e1772968935249.jpg?w=1200&h=630&crop=1;"Em vantagem após vencer o jogo de ida, o Palmeiras visita o Novorizontino neste domingo (8), pela segunda partida da final do Campeonato Paulista.
A decisão acontecerá no Estádio Jorge Ismael de Biasi, em Novo Horizonte, às 20h30 (de Brasília). O mando é da equipe do interior paulista por ter feito melhor campanha no torneio até a chegada à final.

Com a vitória por 1 a 0, na Arena Barueri, com gol marcado pelo atacante Flaco López, o Verdão vai em vantagem para a finalíssima. É necessário apenas um empate para o time de Abel Ferreira levantar a taça do Paulistão pela 27ª vez.
O Tigre, por sua vez, não é derrotado em casa desde agosto do ano passado, mas precisará vencer o Verdão por dois gols de diferença para faturar o primeiro título estadual.
Como chega o Palmeiras
A novidade no Palmeiras deve ser o retorno de Vitor Roque, que ficou no banco de reservas no jogo de ida em razão de traumas sofridos na semifinal, contra o São Paulo.
O atacante tem realizado trabalhos específicos com a preparação física para estar à disposição. A base do time titular deve ser mantida, com Jhon Arias ainda como opção na reserva. Após quatro jogos saindo do banco, o colombiano disputa posição com o Allan e Maurício.
Como chega o Novorizontino
O meia Rômulo tem chance de voltar ao time. Desfalque no primeiro jogo, o atleta deve ter a multa paga pelo Novorizontino para atuar na decisão.
Rômulo pertence ao Palmeiras e está emprestado para o Novorizontino. O contrato prevê multa de R$ 1 milhão para cada partida que o time optar por escalá-lo contra o Verdão — o valor não foi pago no primeiro jogo, e o meia não entrou em campo."
https://www.cnnbrasil.com.br/esportes/futebol/veja-premiacoes-para-os-campeoes-estaduais-de-2026/;Veja premiações para os campeões estaduais de 2026;Finais pelo país definem valores pagos aos vencedores das competições;Futebol;08/03/2026 07:00;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/trofeu-paulistao-2026-e1772226931717.webp?w=728&h=364&crop=1;"Neste domingo (8), os campeonatos estaduais de 2026 entram na reta final pelo país.
Além do título, as federações também definem as premiações pagas aos clubes que chegam às decisões.

No Campeonato Paulista, o campeão receberá R$ 5 milhões. O vice-campeão leva R$ 1,65 milhão, segundo levantamento do Sport Insider. A competição também paga cotas de participação.
Corinthians, Palmeiras, São Paulo e Santos recebem R$ 35 milhões cada da Federação Paulista de Futebol independentemente do resultado.
Red Bull Bragantino e Mirassol aparecem em um segundo nível. Os dois clubes recebem R$ 11 milhões por disputar o estadual.
No Campeonato Carioca, o valor pago ao campeão pode chegar a R$ 10 milhões, enquanto o vice-campeão recebe R$ 5,5 milhões.
O torneio também prevê cotas fixas. O Flamengo recebe R$ 10 milhões, enquanto Botafogo, Fluminense e Vasco acertaram valores de R$ 6,6 milhões cada.
Outro estadual com premiação definida é o Campeonato Cearense. A competição pagará R$ 200 mil ao campeão. Além disso, Ceará e Fortaleza recebem R$ 1,6 milhão cada pela participação no torneio.
https://www.youtube.com/watch?v=0PFBYcnLezM&amp;t=2s
Cotas garantidas
Os demais estaduais ainda não divulgaram os valores pagos aos campeões, mas também têm cotas fixas de participação para os principais clubes.
No Campeonato Gaúcho, Grêmio e Internacional recebem R$ 10 milhões cada, e, no Campeonato Mineiro, Atlético-MG e Cruzeiro têm cotas de R$ 9 milhões.
Já no Campeonato Baiano, Bahia e Vitória recebem R$ 1,2 milhão.
O Campeonato Goiano paga R$ 700 mil para Atlético-GO, Goiás e Vila Nova.
No Campeonato Paranaense, Coritiba e Athletico-PR recebem R$ 400 mil, e, no Campeonato Pernambucano, Sport, Santa Cruz e Náutico têm cotas de R$ 333 mil pela participação.
Veja premiações dos estaduais 2026
Campeonato Paulista

Cotas: R$ 35 milhões (Corinthians, Palmeiras, São Paulo e Santos)
Cotas: R$ 11 milhões (Red Bull Bragantino e Mirassol)
Campeão: R$ 5 milhões
Vice-campeão: R$ 1,65 milhão

Campeonato Carioca

Cota: R$ 10 milhões (Flamengo)
Cotas: R$ 6,6 milhões (Botafogo, Fluminense e Vasco)
Campeão: até R$ 10 milhões
Vice-campeão: R$ 5,5 milhões

Campeonato Cearense

Cotas: R$ 1,6 milhão (Ceará e Fortaleza)
Campeão: R$ 200 mil

Campeonato Gaúcho

Cotas: R$ 10 milhões (Grêmio e Internacional)

Campeonato Mineiro

Cotas: R$ 9 milhões (Atlético-MG e Cruzeiro)

Campeonato Baiano

Cotas: R$ 1,2 milhão (Bahia e Vitória)

Campeonato Goiano

Cotas: R$ 700 mil (Atlético-GO, Goiás e Vila Nova)

Campeonato Paranaense

Cotas: R$ 400 mil (Coritiba e Athletico-PR)

Campeonato Pernambucano

Cotas: R$ 333 mil (Sport, Santa Cruz e Náutico)"
https://www.cnnbrasil.com.br/esportes/futebol/campeonato-paulista/novorizontino-x-palmeiras-escalacoes-e-onde-assistir-a-final-do-paulistao/;Novorizontino x Palmeiras: onde assistir à final do Paulistão;"Segunda etapa da decisão acontecerá na Arena Crefisa Barueri, às 20h30 (de Brasília)
";Campeonato Paulista;08/03/2026 06:13;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2025/02/estadio_novorizontino-e1762481075370.jpg?w=1200&h=630&crop=1;"Novorizontino e Palmeiras entram em campo para a segunda partida da decisão do Campeonato Paulista 2026. A partida acontecerá no Estádio Jorge Ismael de Biasi, em Novo Horizonte, interior paulista às 20h30 (de Brasília).
Com a vantagem construída no jogo de ida quando venceu por 1 a 0 na Arena Crefisa Barueri na última quarta (4), o Palmeiras precisa somente de um empate para superar o Tigre e levantar a taça do Paulistão.
A partida terá transmissão da Record (TV aberta), TNT (TV fechada) e HBO Max (streaming), além do tempo real do CNN Esportes.

Onde assistir a Novorizontino x Palmeiras pela final do Paulistão

TV: Record e TNT
Streaming: HBO Max
Tempo real: CNN Esportes

Ficha técnica de Novorizontino x Palmeiras

Data: 08/03/2026
Horário: 20h30 (de Brasília)
Local: Estádio Jorge Ismael de Biasi | Novo Horizonte - SP
Fase: Final (jogo de volta)

https://stories.cnnbrasil.com.br/esportes/serie-b-2026-tera-mudanca-de-formato-com-playoff-de-acesso-entenda/"
https://www.cnnbrasil.com.br/esportes/futebol/final-do-paulistao-tera-maior-operacao-de-transmissao-da-historia/;Final do Paulistão terá maior operação de transmissão da história;Decisão entre Palmeiras e Novorizontino contará com 34 câmeras por jogo;Futebol;08/03/2026 06:00;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/02/trofeu-paulistao-2026-e1772226931717.webp?w=728&h=364&crop=1;"A final do Paulistão Casas Bahia será disputada em dois jogos entre Novorizontino e Palmeiras. A primeira partida acontece nesta quarta-feira, na Arena Crefisa Barueri, com mando do Palmeiras.
O confronto decisivo está marcado para este domingo (8), em Novo Horizonte. A segunda partida terá mando do Novorizontino.

Para a decisão, a LiveMode, contratada pela Federação Paulista de Futebol, prepara a maior operação de transmissão da história da competição.
Cada partida contará com 34 câmeras espalhadas pelo estádio e 29 microfones de ambiente para captar sons de torcida, campo e bastidores.
A estrutura inclui ultracams posicionadas nos dois gols, câmeras dentro da área e câmera invertida em super slow para replays em alta definição. Também será utilizada a RefCam, que mostra a perspectiva do árbitro.
https://www.youtube.com/watch?v=0PFBYcnLezM&amp;t=2s
A operação terá ainda carrinho robô na lateral do campo, drone aéreo e câmera beauty para planos abertos da partida.
O sistema também contará com câmeras nos bancos de reservas, captação no túnel de acesso ao gramado e registro da chegada dos ônibus das equipes e dos bastidores nos vestiários.
As finais do Paulistão serão transmitidas pela Record, pela TNT Sports na plataforma Max e pela CazéTV no YouTube."
https://www.cnnbrasil.com.br/esportes/futebol/no-dia-da-mulher-estrela-do-santos-lamenta-fim-de-equipes-no-futebol/;No Dia da Mulher, estrela do Santos lamenta fim de equipes femininas;Ketlen comenta encerramento de projetos no futebol feminino e cobra mais investimento na modalidade;Futebol;08/03/2026 05:40;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/ket4-e1772839968482.jpg?w=819&h=460&crop=1;"No Dia Internacional da Mulher, a atacante Ketlen Wiggers destacou os avanços e também os desafios do futebol feminino no Brasil. Maior artilheira da história do Santos, a jogadora demonstrou preocupação com o encerramento recente de equipes da modalidade.
Segundo ela, a descontinuidade de projetos ainda gera insegurança para atletas.

“É muito triste ver clubes acabando, ainda mais quando a gente sabe da história que alguns têm no futebol feminino”, afirmou à CNN.
A atacante citou o caso do Avaí Kindermann, uma das equipes mais tradicionais da modalidade no país.
“O Avaí Kindermann era um time com muita tradição e muitos títulos. Eu fiquei muito triste quando vi essa notícia”, disse.
Insegurança ainda existe
Para Ketlen, a instabilidade de projetos no futebol feminino ainda faz parte da realidade das jogadoras.
“A gente sempre tem esse medo de acabar o futebol no clube que você está, porque a gente sabe que isso acontece”, afirmou.
A atacante lembra que o próprio Santos viveu um momento de apreensão após o rebaixamento do time masculino para a Série B do Campeonato Brasileiro.
https://www.youtube.com/watch?v=3brQZBAp4BQ
“Quando o Santos caiu, a gente teve esse medo também. Mas o presidente manteve o time feminino e continua incentivando”, disse.
Segundo a jogadora, a decisão do clube foi importante para dar segurança ao elenco.
“Isso mostra o quanto é importante os clubes acreditarem no futebol feminino”, afirmou.
Investimento e crescimento
Ketlen acredita que o investimento na modalidade também pode gerar retorno esportivo e financeiro para os clubes.
“Hoje você vê muitas atletas sendo negociadas por valores altos. Isso traz retorno para os clubes”, disse.
A atacante também destaca que o crescimento do futebol feminino depende de continuidade nos projetos e apoio institucional.
“A gente espera que cada vez mais clubes tenham esse olhar para o futebol feminino”, afirmou.
Expectativa para a Copa do Mundo
Com a Copa do Mundo feminina marcada para o Brasil em 2027, Ketlen acredita que o torneio pode ajudar a impulsionar a modalidade.
“A Copa do Mundo sempre traz crescimento. Muitas pessoas passam a apoiar mais o futebol feminino”, disse.
Para a atacante, o principal objetivo é ampliar o espaço das mulheres no esporte.
“A gente espera que o futebol feminino continue crescendo e valorizando cada vez mais as mulheres.”"
https://www.cnnbrasil.com.br/esportes/brasileirao/arbitro-selecionado-para-copa-do-mundo-apitara-cruzeiro-x-rb-bragantino/;Árbitro selecionado para Copa do Mundo apitará Cruzeiro x RB Bragantino;"Equipes se enfrentam neste domingo (12), às 18h30 (de Brasília), no Mineirão, pelo Brasileirão
";Brasileirão;09/04/2026 17:39;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/04/ramon-Abatti-Abel-e1775766645723.jpg?w=1200&h=630&crop=1;"A partida entre Cruzeiro e RB Bragantino, pela 11ª rodada do Campeonato Brasileiro, será comandada por um árbitro de Copa do Mundo. Ramon Abatti Abel (SC) foi definido pela comissão de arbitragem da Confederação Brasileira de Futebol (CBF) como dono do apito para o duelo deste domingo (12), às 18h30 (de Brasília), no Mineirão.
A escolha aconteceu na tarde desta quinta-feira (9), por meio de audiência pública da entidade. Poucas horas antes, Abatti Abel teve o nome publicado entre os juízes selecionados pela Fifa para atuar na Copa do Mundo de 2026, que será disputada em México, Canadá e Estados Unidos.

Além dele, dois outros árbitros brasileiros foram convocados para o Mundial: Wilton Pereira Sampaio e Raphael Claus. Seis assistentes do país também participarão da competição: Bruno Boschilia, Bruno Pires, Danilo Manis, Rodrigo Figueiredo, Rafael Alves e Rodolpho Toski Marques – que atuará como árbitro de vídeo.
Na atual temporada, Ramon Abatti Abel já apitou um jogo do Cruzeiro. O árbitro atuou no empate sem gols com o Santos, no Mineirão, pela oitava rodada da Série A do Campeonato Brasileiro. Será a sexta partida do árbitro na atual edição do torneio.
Cruzeiro e RB Bragantino no Brasileirão
O Cruzeiro vive péssimo momento na Série A do Campeonato Brasileiro e ocupa a vice-lanterna, com apenas sete pontos conquistados. O RB Bragantino, por sua vez, está na nona posição, com 14 pontos."
https://www.cnnbrasil.com.br/esportes/futebol/santos/ex-goleira-da-selecao-se-emociona-com-copa-feminina-no-brasil-historia/;"Ex-goleira da Seleção se emociona com Copa feminina no Brasil: ""História""";Coordenadora do Santos lembra anúncio do Mundial e diz que chorou ao acompanhar votação;Santos;08/03/2026 05:30;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/01/fifa-marca-copa-do-mundo-feminina-2027-brasil-2-e1769386695617.jpg?w=1200&h=630&crop=1;"A confirmação do Brasil como sede da Copa do Mundo feminina de 2027 marcou um momento histórico para o futebol feminino no país.
Para Thais Picarte, coordenadora do futebol feminino do Santos e ex-goleira da seleção brasileira, o anúncio também foi pessoalmente emocionante.

A dirigente contou à CNN que acompanhou a votação ao vivo e reagiu imediatamente à confirmação do torneio no Brasil.
“Eu comecei a chorar. Foi uma emoção que eu não consigo explicar”, afirmou.
Segundo Picarte, a realização da competição no país parecia algo distante durante grande parte de sua trajetória como atleta.
“Sempre pareceu algo impossível para nós. Durante muito tempo parecia que trazer uma Copa do Mundo feminina para o Brasil nunca aconteceria”, disse.
Conquista para gerações de atletas
Para a dirigente, a confirmação do Mundial representa um reconhecimento para gerações de jogadoras que ajudaram a construir a modalidade no país, muitas vezes com pouca estrutura.
“Eu pensei em muitas meninas que começaram jogando em campo de terra, com pouca estrutura. Ver tudo isso evoluindo é emocionante”, afirmou.
Picarte também relembrou o momento em que enviou mensagens para pessoas próximas após o anúncio. Uma delas sendo Aline Pelegrino, atual Gerente de Competições da CBF.
“Na hora eu mandei mensagem para uma amiga minha e falei: ‘Eu não estou acreditando’. Eu estava chorando vendo aquilo”, contou.
https://www.youtube.com/watch?v=S-wYnJt2OVU
Segundo ela, a conquista tem um significado simbólico para muitas mulheres que enfrentaram preconceito para jogar futebol.
“É um presente para todas aquelas meninas que ouviram apelidos pejorativos ou que precisaram se vestir de menino para jogar bola”, afirmou.
Impacto para o futebol feminino
A ex-goleira acredita que a Copa pode acelerar o crescimento da modalidade no país, que já vive um momento de expansão.
De acordo com Picarte, o futebol feminino tem avançado rapidamente nos últimos anos.
“A modalidade que mais cresce na FIFA hoje é o futebol feminino”, disse.
Para ela, sediar o torneio pode fortalecer ainda mais a modalidade no Brasil.
“É uma oportunidade enorme para o futebol feminino crescer ainda mais e alcançar novas pessoas”, afirmou.
A dirigente também destaca que a realização do Mundial no país representa um marco para quem acompanhou de perto a evolução do esporte.
“É algo muito especial poder viver isso e ver tudo que o futebol feminino conquistou até aqui”, disse.
https://stories.cnnbrasil.com.br/esportes/fifa-lanca-marca-da-copa-do-mundo-feminina-de-2027-em-evento-no-rio/"
https://www.cnnbrasil.com.br/esportes/futebol/santos/dia-da-mulher-artilheira-do-santos-e-ex-selecao-avaliam-avancos-no-esporte/;Dia da Mulher: artilheira do Santos e ex-Seleção avaliam avanços no esporte;Atacante e coordenadora destacam crescimento da modalidade e desafios para ampliar espaço das mulheres no esporte;Santos;08/03/2026 05:15;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/montagem-kethais.jpeg?w=1200&h=630&crop=1;"No Dia Internacional da Mulher, duas personagens do Santos destacam avanços e desafios do futebol feminino no Brasil. De um lado está Ketlen Wiggers, maior artilheira da história do clube. Do outro, Thais Picarte, coordenadora da equipe e ex-goleira da seleção brasileira.
As duas representam momentos diferentes da modalidade: Ketlen dentro de campo e Thais na gestão do futebol feminino.

Para a atacante, a evolução do esporte nos últimos anos é visível, mas ainda depende de apoio contínuo dos clubes.
“O futebol feminino está crescendo muito. Hoje a gente vê mais visibilidade e mais pessoas acompanhando a modalidade”, afirmou Ketlen à CNN.
A jogadora também destaca que o investimento no futebol feminino pode trazer retorno para os clubes.
“Hoje você vê muitas atletas sendo negociadas por valores altos. Isso mostra que investir nas mulheres também pode trazer retorno”, disse.
Crescimento recente da modalidade
Mesmo com o crescimento recente, Ketlen afirma que a modalidade ainda enfrenta instabilidade em alguns projetos.
“A gente sempre tem o receio de o clube acabar com o futebol feminino. Infelizmente isso ainda acontece”, afirmou.
Thais Picarte acompanha essa evolução sob outra perspectiva. Ex-atleta da seleção brasileira por mais de uma década, ela compara a estrutura atual com o período em que jogava profissionalmente.
https://www.youtube.com/watch?v=S-wYnJt2OVU
“As mudanças de poucos anos para cá são gigantescas. Eu não preciso comparar com os anos 90. Basta olhar para 2019”, disse.
Segundo a dirigente, a visibilidade da modalidade aumentou de forma significativa.
“Hoje a gente tem jogos transmitidos, redes sociais e uma exposição muito maior. Isso era completamente diferente quando eu jogava”, afirmou.
Mais mulheres no futebol
Para Picarte, o futebol feminino ainda precisa ampliar a presença de mulheres também fora de campo, especialmente em cargos de gestão.
“Precisamos que essas meninas se enxerguem nesses lugares. A representatividade é muito importante”, disse.
Ela afirma que a experiência como ex-atleta também influencia na forma de conduzir o trabalho.
“Quem viveu o futebol dentro de campo tem uma visão diferente das necessidades das jogadoras”, explicou.
Apesar dos desafios, a dirigente vê o futuro da modalidade com otimismo.
“O futebol feminino é muito jovem, mas já avançou muito. Ele caminha numa velocidade muito grande”, afirmou.
Apoio entre atletas
Para Ketlen, a união entre mulheres dentro da modalidade também é fundamental para o crescimento do esporte.
“É muito importante esse apoio entre nós. Quando uma conquista algo, acaba abrindo portas para outras também”, disse.
Às vésperas do Dia Internacional da Mulher, as duas defendem que a continuidade dos investimentos será determinante para o futuro do futebol feminino no país.
“O importante é continuar valorizando o futebol feminino e as mulheres dentro do esporte”, afirmou Ketlen."
https://www.cnnbrasil.com.br/esportes/futebol/santos/maior-artilheira-do-santos-ketlen-cita-medo-e-apoio-em-gravidez-no-santos/;Maior artilheira do Santos, Ketlen cita medo e apoio durante gravidez;Atacante treinou durante a gestação e diz que experiência pode abrir caminho para outras atletas;Santos;08/03/2026 05:00;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/ket2-e1772840006513.jpg?w=1200&h=630&crop=1;"Maior artilheira da história do Santos, Ketlen viveu em 2025 um dos capítulos mais marcantes de sua carreira. A atacante treinou durante a gestação e permaneceu em atividade até o oitavo mês antes de iniciar a licença-maternidade.
Em entrevista à CNN, a história ganha destaque no Dia Internacional da Mulher, celebrado neste domingo (8), ao reunir dois universos que muitas atletas ainda veem como incompatíveis: maternidade e futebol profissional.

Ketlen contou que a descoberta da gravidez trouxe alegria, mas também medo sobre o futuro da carreira.
“Foi um misto de emoções. Primeiro uma alegria muito grande de poder ser mãe, que sempre foi meu sonho. Mas ao mesmo tempo veio o medo do que iria acontecer, se eu teria que parar a minha carreira”, afirmou.
A atacante disse que passou noites sem dormir antes de comunicar a notícia ao clube.
“Eu não dormi na noite da descoberta. Ficava pensando: ‘Meu Deus, será que o futebol acabou para mim?’”, contou.
Segundo ela, a reação da comissão técnica foi decisiva para atravessar o momento com tranquilidade.
“Quando eu contei para a comissão eu estava muito nervosa. Entrei na sala e só consegui falar: ‘Gente, estou grávida’. Eu só chorava. Mas a reação foi totalmente ao contrário do que eu imaginava. Todo mundo se emocionou e me deu muito apoio”, disse.
Abraço de Marcelo Teixeira
O suporte também veio da diretoria do clube. Ketlen lembra da conversa que teve com o presidente do Santos após comunicar a gravidez.
“O presidente me mandou mensagem e veio conversar comigo. Ele falou para eu ficar tranquila, que o Santos ia me ajudar de todas as formas”, afirmou.
A atacante diz que o gesto foi fundamental para que pudesse viver a gestação com mais segurança.
“Ele me deu um abraço que foi um alívio para mim naquele momento. Eu fiquei muito mais tranquila”, contou.
https://www.youtube.com/watch?v=S-wYnJt2OVU
A atacante afirma que recebeu acompanhamento constante durante a gestação.
“A médica falou que tudo que eu fiz no primeiro mês eu poderia fazer até o oitavo ou até o nono mês. Então eu segui treinando com todas as orientações, sempre monitorando a frequência cardíaca”, explicou.
Fazendo história
Com o passar dos meses, Ketlen percebeu que vivia um momento incomum no esporte.
“Quando eu estava no oitavo mês e todo mundo perguntava como eu conseguia treinar com aquela barriga, eu percebi que era algo histórico”, afirmou.
A atacante acredita que a experiência pode abrir caminho para outras jogadoras.
“A gente que é atleta muitas vezes tem que escolher entre ser mãe e ser atleta. Eu tive que parar por um período, mas espero que isso abra portas para outras meninas verem que é possível ser mãe e continuar jogando”, disse.
Para ela, a volta aos gramados terá um significado especial.
“Poder entrar em campo e saber que meu filho está ali assistindo vai ser uma das maiores realizações da minha vida.”"
https://www.cnnbrasil.com.br/esportes/futebol/chapecoense-x-barra-horario-e-onde-assistir-a-final-do-catarinense/;Chapecoense x Barra: horário e onde assistir à final do Catarinense;Pescador venceu na ida e se aproximou do inédito título estadual;Futebol;08/03/2026 04:00;https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/2026/03/Trofeu-Catarinense-e1772764022171.jpg?w=1200&h=630&crop=1;"Em busca de mais um título estadual, a Chapecoense recebe o Barra, às 18h deste domingo (8), na Arena Condá, em Chapecó, pela rodada de volta da final.


A partida terá transmissão da Globo para todo o estado de Santa Catarina.

Já no YouTube, vão ser três opções: Metrópoles Esportes, N Sports e SportyNet.
Mesmo disputando a Série A do Brasileirão, o Furacão do Oeste está em situação delicada.
Na ida, o Pescador, atual campeão brasileiro da Série D, venceu por 3 a 1, na Arena Barra FC, em Itajaí, e se aproximou do título inédito.
Para ser campeã estadual pela oitava vez, a primeira desde 2020, a Chape necessita ganhar por três ou mais gols de diferença.
Caso o Furacão do Oeste vença por dois, levará a disputa para os pênaltis.
O Barra mira um empate ou até mesmo uma derrota com uma diferença de um gol no saldo.
Onde assistir a Chapecoense x Barra

TV: Globo para SC
YouTube: Metrópoles Esportes, N Sports e SportyNet

Ficha técnica de Chapecoense x Barra

Data: 08/02/2026
Horário: 18h00 (Horário de Brasília)
Local: Arena Condá, em Chapecó
Rodada: jogo de volta da final do Campeonato Catarinense


Cup Tree provided by Sofascore"
